Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT® 0001U,Avon,345.71,471,306.15,447.45,,0,,,,,,MMO [32000],ZZZMMO HMO HEALTH OHIO [32007],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,391.87,471,306.15,447.45,,0,,,,,,ANTHEM [42000,BLUE PREFERRED EPO [42023],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,PARAMOUNT [12,PARAMOUNT MEDICARE ELITE [12005],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,447.45,471,306.15,447.45,,0,,,,,,AETNA [53277],AETNA MEDICARE SUPPLEMENT [53347],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,VALOR HEALTH,VALOR HEALTH PLAN HMO SNP [12192],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,0,471,306.15,447.45,,0,,,,,,CHESTERFIELD,CHESTERFIELD RESOURCES [53256],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,AETNA MEDICAR,AETNA MEDICARE PPO [12046],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,MMO [32000],ZZZMMO SUPERMED HMO BH [32042],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,MMO [32000],ZZZMMO SUPERMED PLUS BH [32041],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,PARAMOUNT MED,PARAMOUNT ADVANTAGE MEDICAID [220,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,MMO MEDICARE,MMO MEDADVANTAGE HMO [12157],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,329.7,471,306.15,447.45,,0,,,,,,COFINITY [521,COFINITY PPO [52380],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,MILITARY [730,VA MEDICAL CENTER FL [73024],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,320.28,471,306.15,447.45,,0,,,,,,AULTCARE [520,AULTCARE HIX [52359],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,COVID19 HRSA,COVID19 HRSA UNINSURED TESTING AN,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,MMO [32000],ZZZMMO SUPERMED SELECT BH [32039],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,PROVIDER PART,PPHP HMO SNP [12191],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,423.9,471,306.15,447.45,,0,,,,,,MULTIPLAN [52,MULTIPLAN NETWORK GENERIC [52347],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,306.15,471,306.15,447.45,,0,,,,,,MMO [32000],MMO TRADITIONAL [32037],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,0,471,306.15,447.45,,0,,,,,,THP UPPER OHI,THP HMO [52059],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,0,471,306.15,447.45,,0,,,,,,UPMC [52154],UPMC PPO [52468],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,HUMANA MEDICA,HUMANA GOLD PLUS [12027],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,0,471,306.15,447.45,,0,,,,,,GROUP MANAGEM,GMS [52498],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,UHC MEDICAID,UHC COMMUNITY PLAN MEDICAID [2200,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,0,471,306.15,447.45,,0,,,,,,FIRST HEALTH,FIRST HEALTH NETWORK GENERIC [524,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,0,471,306.15,447.45,,0,,,,,,INTERPLAN HEA,ZZZINTERPLAN HEALTH GROUP [52414],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,UHC MEDICARE,MYCARE UHC MEDICARE [12125],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,329.7,471,306.15,447.45,,0,,,,,,ANTHEM [42000,ANTHEM TRANSPLANT [42021],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,BCBS MEDICAID,ANTHEM BCBS MEDICAID HMO OOS [220,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,CARESOURCE ME,MYCARE CARESOURCE MEDICARE [12124,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,185.57,471,306.15,447.45,,0,,,,,,EHP [54002],ZZZMHS CCHS AND AKRON OH STAFF [5,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,UPMC MEDICARE,UPMC FOR LIFE HMO [12183],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,UHC MEDICARE,UHC PREFERRED CARE PARTNERS [1213,Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,BUCKEYE MEDIC,BUCKEYE MEDICAID BH [22009],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,353.25,471,306.15,447.45,,0,,,,,,HUMANA [52023,ZZZHUMANA CARE PLAN [52064],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,ANTHEM BLUE C,ANTHEM MEDIBLUE HMO [12073],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,0,471,306.15,447.45,,0,,,,,,CARESOURCE [5,CARESOURCE HIX [53341],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,447.45,,0,,,,,,MEDICAID MCP,MEDICAID MCP GENERIC [22015],Human Erythrocyte Ag,30212,0
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,282.6,471,306.15,UPMC [52154],UPMC PPO [52468],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,728.78,471,306.15,PARAMOUNT [12,PARAMOUNT MEDICARE ELITE [12005],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,707.54,471,306.15,COVID19 HRSA,COVID19 HRSA UNINSURED TESTING AN,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,343.83,471,306.15,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,BUCKEYE MEDIC,BUCKEYE MEDICAID BH [22009],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,423.9,471,306.15,MULTIPLAN [52,MULTIPLAN NETWORK GENERIC [52347],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,MOLINA MEDICA,MOLINA HEALTHCARE MEDICAID OH [22,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,HUMANA MEDICA,HUMANA GOLD PLUS [12027],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,UNITED HEALTH,VA CCN OPTUM [59176],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,756,471,306.15,VALOR HEALTH,VALOR HEALTH PLAN HMO SNP [12192],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,345.71,471,306.15,MMO [32000],MMO HMO HEALTH OHIO [32007],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,353.25,471,306.15,FIRST HEALTH,FIRST HEALTH NETWORK GENERIC [524,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,PARAMOUNT MED,PARAMOUNT ADVANTAGE MEDICAID [220,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,792,471,306.15,PROVIDER PART,PPHP HMO SNP [12191],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,MMO [32000],ZZZMMO SUPERMED SELECT BH [32039],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,329.7,471,306.15,ANTHEM [42000,ANTHEM TRANSPLANT [42021],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,MILITARY [730,VA MEDICAL CENTER FL [73024],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,MILITARY [730,CHAMPVA CENTER [73000],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,MMO [32000],ZZZMMO SUPERMED HMO BH [32042],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,329.7,471,306.15,CHESTERFIELD,CHESTERFIELD RESOURCES [53256],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,320.28,471,306.15,AULTCARE [520,AULTCARE HMO [52494],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,329.7,471,306.15,COFINITY [521,COFINITY PPO [52380],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,CARESOURCE ME,CARESOURCE MEDICAID [22013],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,185.57,471,306.15,EHP [54002],ZZZMHS CCHS AND AKRON OH STAFF [5,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,306.15,471,306.15,MMO [32000],MMO TRADITIONAL [32037],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,MEDICAID MCP,MEDICAID MCP GENERIC [22015],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,ANTHEM BLUE C,ANTHEM MEDIBLUE HMO [12073],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,376.8,471,306.15,INTERPLAN HEA,ZZZINTERPLAN HEALTH GROUP [52414],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,391.87,471,306.15,ANTHEM [42000,BLUE PREFERRED EPO [42023],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,MMO MEDICARE,MMO MEDADVANTAGE HMO [12157],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,259.05,471,306.15,CARESOURCE [5,CARESOURCE HIX [53341],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,BCBS MEDICAID,ANTHEM BCBS MEDICAID HMO OOS [220,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,741.6,471,306.15,MMO MEDICARE,MMO MEDADVANTAGE PPO [12156],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,282.6,471,306.15,THP UPPER OHI,THP HMO [52059],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,BWC [82000],ZZZWV WORKERS COMPENSATION [82000,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,471,471,306.15,UHC MEDICARE,UHC PREFERRED CARE PARTNERS [1213,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,MMO [32000],ZZZMMO SUPERMED PLUS BH [32041],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,235.5,471,306.15,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,338.18,471,306.15,UMR [52168],UMR PEIA [52501],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,,471,306.15,UHC MEDICAID,UHC COMMUNITY PLAN MEDICAID [2200,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,728.78,471,306.15,BUCKEYE MEDIC,MYCARE BUCKEYE MEDICARE [12126],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,UPMC MEDICARE,UPMC FOR LIFE HMO [12183],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,306.15,471,306.15,<Self-pay>,<Self-pay>,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,PRIMETIME [12,PRIMETIME HMO POS [12025],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,147.89,471,306.15,OSCAR [52140],OSCAR HIX [52449],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,728.78,471,306.15,BUCKEYE MEDIC,ALLWELL BUCKEYE HMO [12176],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,471,471,306.15,UHC MEDICARE,MYCARE UHC MEDICARE [12125],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,707.54,471,306.15,MEDICARE [130,MEDICARE A [13000],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,320.28,471,306.15,AULTCARE [520,AULTCARE HIX [52359],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,447.45,471,306.15,AETNA [53277],AETNA MEDICARE SUPPLEMENT [53347],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,720,471,306.15,AETNA MEDICAR,AETNA MEDICARE PPO [12046],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,376.8,471,306.15,GROUP MANAGEM,GMS [52498],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,353.25,471,306.15,HUMANA [52023,ZZZHUMANA CARE PLAN [52064],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,728.78,471,306.15,CARESOURCE ME,MYCARE CARESOURCE MEDICARE [12124,Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0001U,Avon,,471,306.15,,792,,147.89,,375.86,471,306.15,INTERNATIONAL,INTL AETNA [50035],Human Erythrocyte Ag,30212745,"0302 - LABORATORY, IMMUNOLOGY"
EAP,CPT® 0035U,Avon,53.85,75,48.75,71.25,,0,,,,,,UMR [52168],UMR PEIA [52501],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,51,75,48.75,71.25,,0,,,,,,AULTCARE [520,AULTCARE HMO [52494],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,PROVIDER PART,PPHP HMO SNP [12191],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,VALOR HEALTH,VALOR HEALTH PLAN HMO SNP [12192],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,MILITARY [730,CHAMPVA CENTER [73000],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,0,75,48.75,71.25,,0,,,,,,INTERPLAN HEA,ZZZINTERPLAN HEALTH GROUP [52414],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,AETNA MEDICAR,AETNA MEDICARE PPO [12046],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,UHC MEDICARE,MYCARE UHC MEDICARE [12125],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,MMO [32000],ZZZMMO SUPERMED HMO BH [32042],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,PARAMOUNT MED,PARAMOUNT ADVANTAGE MEDICAID [220,Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,UHC MEDICAID,UHC COMMUNITY PLAN MEDICAID [2200,Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,23.55,75,48.75,71.25,,0,,,,,,OSCAR [52140],OSCAR HIX [52449],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,BUCKEYE MEDIC,ALLWELL BUCKEYE HMO [12176],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,MMO MEDICARE,MMO MEDADVANTAGE PPO [12156],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,MMO MEDICARE,MMO MEDADVANTAGE HMO [12157],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,MEDICAID MCP,MEDICAID MCP GENERIC [22015],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,0,75,48.75,71.25,,0,,,,,,THP UPPER OHI,THP HMO [52059],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,0,75,48.75,71.25,,0,,,,,,CHESTERFIELD,CHESTERFIELD RESOURCES [53256],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,COVID19 HRSA,COVID19 HRSA UNINSURED TESTING AN,Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,MEDICARE [130,MEDICARE A [13000],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,MILITARY [730,VA MEDICAL CENTER FL [73024],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,ANTHEM BLUE C,ANTHEM MEDIBLUE HMO [12073],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,0,75,48.75,71.25,,0,,,,,,GROUP MANAGEM,GMS [52498],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,UPMC MEDICARE,UPMC FOR LIFE HMO [12183],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,CARESOURCE ME,CARESOURCE MEDICAID [22013],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,HUMANA MEDICA,HUMANA GOLD PLUS [12027],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,52.5,75,48.75,71.25,,0,,,,,,COFINITY [521,COFINITY PPO [52380],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,56.25,75,48.75,71.25,,0,,,,,,HUMANA [52023,ZZZHUMANA CARE PLAN [52064],Cjd Neuro Csf Qual,30009,0
EAP,CPT® 0035U,Avon,,75,48.75,71.25,,0,,,,,,BWC [82000],ZZZWV WORKERS COMPENSATION [82000,Cjd Neuro Csf Qual,30009,0
