facility_id,facility_name,procedure,code_type,code,min_ip_reimb,max_ip_reimb,min_op_reimb,max_op_reimb,ndc,rev_code,procedure_description,quantity,payer,contract,plan,ip_price,ip_pricing_detail,ip_expected_reimbursement,ip_xr_detail,op_price,op_pricing_detail,op_expected_reimbursement,op_xr_detail
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PLAN ALTERNATE [170002],HB AMC TUFTS CIGNA CARELINK BLENDED [158],TUFTS CARELINK BLENDED [17000211],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,160.04,"Ancillary CPT ; FSC: AMC THP CARELINK BLENDED HOA, Value: 160.04, and; Prc Ext - HB XR PRC - AMC/CH/ACC THP CARELINK BLENDED LESSER OF; Paid contractual rate, which is the lesser of contractual rate and 107% of charges."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,CIGNA [1006],HB AMC CIGNA HMO / PPO [30],CIGNA MEDICARE SUPPLEMENT [100613],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,301.68,Inpatient / Outpatient PAF; 72% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,CIGNA [1006],HB MGB CIGNA INDEMNITY [32],CIGNA INDEMNITY [100603],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,419,Inpatient / Outpatient Indemnity PAF; 100% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,CIGNA [1006],HB AMC TUFTS CIGNA CARELINK PREFERRED [68],CIGNA CARELINK PPO [100601],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,154.06,"Ancillary CPT ; FSC: AMC THP CARELINK PREFERRED HOA, Value: 154.06, and; Prc Ext - HB XR PRC - AMC/CH/ACC THP CARELINK PREFERRED LESSER OF; Paid contractual rate, which is the lesser of contractual rate and 103% of charges."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,HARVARD PILGRIM ALTERNATE [120002],HB AMC OPTUM UNITED BEHAVIORAL HEALTH [110],HARVARD PILGRIM OPTUM UBH [12000201],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,217.9,"Outpatient Facility; FSC: MGB OPTUM UBH MA, Value: 217.90"
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PLAN ALTERNATE [170002],HB AMC TUFTS CIGNA CARELINK NON CONFORMING [83],TUFTS CARELINK NON CONFORMING [17000204],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,230.34,"Ancillary CPT ; FSC: AMC THP CARELINK NON CONFORMING HOA, Value: 230.34, and; Prc Ext - HB XR PRC - AMC THP CARELINK NON CONFORMING LESSER OF; Paid contractual rate, which is the lesser of contractual rate and 154% of charges."
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PLAN ALTERNATE [170002],HB AMC TUFTS CIGNA CARELINK HYBRID [82],TUFTS CARELINK HYBRID [17000203],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,180.98,"Ancillary CPT ; FSC: AMC THP CARELINK HYBRID HOA, Value: 180.98, and; Prc Ext - HB XR PRC - AMC THP CARELINK HYBRID LESSER OF; Paid contractual rate, which is the lesser of contractual rate and 121% of charges."
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PLAN ALTERNATE [170002],HB AMC TUFTS CIGNA CARELINK NON PREFERRED [81],TUFTS CARELINK NON PREFERRED [17000202],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,209.4,"Ancillary CPT ; FSC: AMC THP CARELINK NON PREFERRED HOA, Value: 209.40, and; Prc Ext - HB XR PRC - AMC THP CARELINK NON PREFERRED LESSER OF; Paid contractual rate, which is the lesser of contractual rate and 140% of charges."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,UNICARE GIC [1015],HB AMC UNICARE GIC [38],UNICARE PPO [101506],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,322.21,Outpatient PAF; 76.9% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,CIGNA ALTERNATE [1018],HB AMC TUFTS CIGNA CARELINK HYBRID [82],TUFTS CIGNA CARELINK HYBRID [101804],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,180.98,"Ancillary CPT ; FSC: AMC THP CARELINK HYBRID HOA, Value: 180.98, and; Prc Ext - HB XR PRC - AMC THP CARELINK HYBRID LESSER OF; Paid contractual rate, which is the lesser of contractual rate and 121% of charges."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,AETNA [1001],HB AMC AETNA STUDENT HEALTH [26],AETNA STUDENT HEALTH / CHICKERING [100105],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,217.88,Inpatient / Outpatient PAF; 52% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,AETNA [1001],HB PHS AETNA INDEMNITY [31],AETNA INDEMNITY [100102],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,419,Inpatient / Outpatient Indemnity PAF; 100% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PUBLIC PLANS [1013],HB AMC TUFTS PUBLIC PLANS [169],TUFTS PUBLIC PLANS RI TOGETHER MCO [101313],352,FSC: 48; BFG: 35,0,Not reimbursed separately,352,FSC: 48; BFG: 35,79.2,Outpatient PAF; 22.5% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,CIGNA ALTERNATE [1018],HB AMC TUFTS CIGNA CARELINK NON CONFORMING [83],TUFTS CIGNA CARELINK NON CONFORMING [101805],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,230.34,"Ancillary CPT ; FSC: AMC THP CARELINK NON CONFORMING HOA, Value: 230.34, and; Prc Ext - HB XR PRC - AMC THP CARELINK NON CONFORMING LESSER OF; Paid contractual rate, which is the lesser of contractual rate and 154% of charges."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,CIGNA ALTERNATE [1018],HB AMC CIGNA NEW BUSINESS DISCOUNT [99],CIGNA NEW BUSINESS [101806],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,203.63,New Business Discount; 48.6% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,UNICARE GIC [1015],HB AMC UNICARE GIC [38],UNICARE PPO [101506],352,FSC: 48; BFG: 35,0,Not reimbursed separately,352,FSC: 48; BFG: 35,270.69,Outpatient PAF; 76.9% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,AETNA [1001],HB AMC AETNA PPO [25],AETNA ASA [100108],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,256.16,Inpatient / Outpatient PPO PAF; 74.9% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,TUFTS HEALTH PLAN [170001],HB AMC TUFTS HMO [55],TUFTS SPIRIT OR SELECT [17000107],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,149.57,"Ancillary CPT ; FSC: AMC THP HMO HOA, Value: 149.57, and; Prc Ext - HB XR PRC - LESSER OF PRICE OR CHARGE LINE; Paid contractual rate, which is the lesser of contractual rate and 100% of charges."
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PUBLIC PLANS [1013],HB MGH MEDICAID [56],TUFTS PUBLIC PLANS BOSTON CHILDREN'S ACO [101311],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,0,External grouping not supported
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,SENIOR WHOLE HEALTH [1014],HB MGH SENIOR WHOLE HEALTH [198],SENIOR WHOLE HEALTH MEDICARE REPLACEMENT [101401],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,153.96,"OPPS APC; APC Pricing  (APC/APG Code: 5823 / Adjstd. APC/APG Price: 153.96), and; Prc Ext - HB XR PRC - PHS MEDICARE OPPS; No outlier payment added to this line."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,AETNA ALTERNATE [1028],HB AMC AETNA PPO [25],AETNA OPTUM UBH [102805],419,FSC: 48; BFG: 35,315.09,Inpatient / Outpatient PPO PAF; 75.2% Billed,419,FSC: 48; BFG: 35,315.09,Inpatient / Outpatient PPO PAF; 75.2% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,HARVARD PILGRIM ALTERNATE [120002],HB AMC HPHC ALLIANCE PPO NON PREFERRED B [94],HARVARD PILGRIM UNITED NON PREFERRED B [12000205],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,224.35,Default PAF; 65.6% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,AETNA [1001],HB AMC AETNA HMO [24],AETNA MERITAIN [100111],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,222.64,Inpatient / Outpatient HMO PAF; 65.1% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,HUMANA [1012],HB PHS HUMANA [39],HUMANA PPO POS [101202],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,314.64,Inpatient / Outpatient PAF; 92% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,HARVARD PILGRIM ALTERNATE [120002],HB AMC HPHC ALLIANCE PPO NON PREFERRED A [93],HARVARD PILGRIM UNITED NON PREFERRED A [12000204],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,296.17,Default PAF; 86.6% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,HUMANA [1012],HB PHS HUMANA [39],HUMANA PPO POS [101202],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,385.48,Inpatient / Outpatient PAF; 92% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,HARVARD PILGRIM ALTERNATE [120002],HB AMC HPHC ALLIANCE PPO PREFERRED B [92],HARVARD PILGRIM UNITED PREFERRED B [12000203],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,197.33,Default PAF; 57.7% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,HARVARD PILGRIM ALTERNATE [120002],HB AMC HPHC ALLIANCE PPO NON PREFERRED B [94],HARVARD PILGRIM UNITED NON PREFERRED B [12000205],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,274.86,Default PAF; 65.6% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,HARVARD PILGRIM ALTERNATE [120002],HB AMC HPHC ALLIANCE PPO NON PREFERRED A [93],HARVARD PILGRIM UNITED NON PREFERRED A [12000204],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,362.85,Default PAF; 86.6% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PLAN [170001],HB AMC TUFTS HMO [55],TUFTS SPIRIT OR SELECT [17000107],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,149.57,"Ancillary CPT ; FSC: AMC THP HMO HOA, Value: 149.57, and; Prc Ext - HB XR PRC - LESSER OF PRICE OR CHARGE LINE; Paid contractual rate, which is the lesser of contractual rate and 100% of charges."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,COMMONWEALTH CARE ALLIANCE [1007],HB MGH COMMONWEALTH CARE ALLIANCE [159],COMMONWEALTH CARE ALLIANCE ONE CARE MEDICARE REPLACEMENT [100702],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,161.01,"OPPS APC; APC Pricing  (APC/APG Code: 5823 / Adjusted APC/APG Price: 161.01), and; Prc Ext - HB XR PRC - MEDICARE OPPS; No outlier payment added to this line."
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,UNITED HEALTHCARE [1016],HB AMC UNITED PPO / POS [35],UNITED HEALTHCARE AFFILIATES [101622],419,FSC: 48; BFG: 35,311.07,Inpatient PAF; 74.24% Billed,419,FSC: 48; BFG: 35,315.17,Outpatient PAF; 75.22% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,UNICARE GIC [1015],HB AMC UNICARE GIC [38],UNICARE PPO [101506],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,322.21,Outpatient PAF; 76.9% Billed
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,COMMONWEALTH CARE ALLIANCE [1007],HB MGH COMMONWEALTH CARE ALLIANCE [159],COMMONWEALTH CARE ALLIANCE ONE CARE MEDICARE REPLACEMENT [100702],352,FSC: 48; BFG: 35,0,Not reimbursed separately,352,FSC: 48; BFG: 35,161.01,"OPPS APC; APC Pricing  (APC/APG Code: 5823 / Adjusted APC/APG Price: 161.01), and; Prc Ext - HB XR PRC - MEDICARE OPPS; No outlier payment added to this line."
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,UNICARE GIC [1015],HB AMC UNICARE GIC [38],UNICARE PPO [101506],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,263,Outpatient PAF; 76.9% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,AETNA [1001],HB AMC AETNA PPO [25],AETNA ASA [100108],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,313.83,Inpatient / Outpatient PPO PAF; 74.9% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,TUFTS HEALTH PUBLIC PLANS [1013],HB MGH MEDICAID [56],TUFTS PUBLIC PLANS BOSTON CHILDREN'S ACO [101311],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,0,External grouping not supported
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,AETNA [1001],HB AMC AETNA HMO [24],AETNA MERITAIN [100111],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,272.77,Inpatient / Outpatient HMO PAF; 65.1% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,HARVARD PILGRIM ALTERNATE [120002],HB AMC HPHC ALLIANCE PPO PREFERRED B [92],HARVARD PILGRIM UNITED PREFERRED B [12000203],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,241.76,Default PAF; 57.7% Billed
1002999,MGH Parent,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,SENIOR WHOLE HEALTH [1014],HB MGH SENIOR WHOLE HEALTH [198],SENIOR WHOLE HEALTH MEDICARE REPLACEMENT [101401],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,153.96,"OPPS APC; APC Pricing  (APC/APG Code: 5823 / Adjstd. APC/APG Price: 153.96), and; Prc Ext - HB XR PRC - PHS MEDICARE OPPS; No outlier payment added to this line."
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,UNITED HEALTHCARE [1016],HB AMC UNITED PPO / POS [35],UNITED HEALTHCARE AFFILIATES [101622],352,FSC: 48; BFG: 35,261.32,Inpatient PAF; 74.24% Billed,352,FSC: 48; BFG: 35,264.77,Outpatient PAF; 75.22% Billed
1002999,MGH DAN ACC,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,HARVARD PILGRIM [120001],HB ACC HPHC HMO / POS [121],HARVARD PILGRIM ELEVATE OPTIONS [12000113],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,217.9,"Outpatient Psych (UBH Rates); FSC: MGB OPTUM UBH MA, Value: 217.90"
1002999,MGH DAN ACC,96100002,EAP,CPT� 90847,0,385.48,0,419,,0961 - PROFESSIONAL FEES - PSYCHIATRIC,PF PSY THRPY FAMILY W/PT,1,HARVARD PILGRIM [120001],HB ACC HPHC PPO / PREFERRED A [122],HARVARD PILGRIM PPO [12000105],419,FSC: 48; BFG: 35,0,Not reimbursed separately,419,FSC: 48; BFG: 35,217.9,"Outpatient Psych (UBH Rates); FSC: MGB OPTUM UBH MA, Value: 217.90"
1002999,MGH Parent,90000025,EAP,CPT� 90847,0,385.48,0,419,,0916 - BEHAVIORAL HEALTH TREATMENTS/SERVICES - FAMILY THERAPY,PSYCH THERAPY FAMILY W/PT,1,TUFTS HEALTH PUBLIC PLANS [1013],HB AMC TUFTS PUBLIC PLANS [169],TUFTS PUBLIC PLANS BOSTON CHILDREN'S ACO [101311],342,FSC: 48; BFG: 35,0,Not reimbursed separately,342,FSC: 48; BFG: 35,76.95,Outpatient PAF; 22.5% Billed
